ambient	plusFe
lcl|FLTNPN101DZEYH	20	8
lcl|FLTNPN101DZWYY	1	2
lcl|FLTNPN101DZWZW	2	0
lcl|FLTNPN101E1ODU	11	10
lcl|FLTNPN101E2D0G	2	0
lcl|FLTNPN101E2UJH	1	0
lcl|FLTNPN101E2V5P	3	0
lcl|FLTNPN101EAA39	1	6
lcl|FLTNPN101EAD5V	136	0
lcl|FLTNPN101EAKBX	7	0
lcl|FLTNPN101EAKDA	7	0
lcl|FLTNPN101EAOF7	1	4
lcl|FLTNPN101EASMP	2	3
lcl|FLTNPN101EAV4R	18	0
lcl|FLTNPN101EAWT3	13	0
lcl|FLTNPN101ECECQ	0	1
lcl|FLTNPN101ECZ4K	25	23
lcl|FLTNPN101EDF87	4	7
lcl|FLTNPN101EEGDD	13	0
lcl|FLTNPN101EEKPB	0	24
lcl|FLTNPN101EEL9R	1	2
lcl|FLTNPN101EEXPT	8	6
lcl|FLTNPN101EF9UU	2	2
lcl|FLTNPN101EFBA5	1	6
lcl|FLTNPN101EFGPF	2	0
lcl|FLTNPN101EFJQZ	0	18
lcl|FLTNPN101EFZ1N	0	2
lcl|FLTNPN101EG6C8	2	7
lcl|FLTNPN101EGS6A	5	2
lcl|FLTNPN101EGV7S	31	128
lcl|FLTNPN101EGZXV	0	2
lcl|FLTNPN101EH0XO	2	13
lcl|FLTNPN101EHQHP	1	1
lcl|FLTNPN101EHXGD	0	12
lcl|FLTNPN101EHZY6	0	1
lcl|FLTNPN101EI3JK	4	0
lcl|FLTNPN101EI5ZF	2	1
lcl|FLTNPN101EIAYJ	3	1
lcl|FLTNPN101EIEIB	5	0
lcl|FLTNPN101EIY65	1	5
lcl|FLTNPN101EJXFT	0	232
lcl|FLTNPN101EJZGL	50	0
lcl|FLTNPN101EK30C	3	1
lcl|FLTNPN101EK3K5	9	13
lcl|FLTNPN101EKA6Y	2	0
lcl|FLTNPN101EKHQO	2	0
lcl|FLTNPN101EL22J	3	0
lcl|FLTNPN101EL7VR	1	3
lcl|FLTNPN101ELIAV	22	4
lcl|FLTNPN101ELWTU	3	0
lcl|FLTNPN101ELYCI	1	5
lcl|FLTNPN101EMFTO	115	831
lcl|FLTNPN101EMGLL	7	1
lcl|FLTNPN101EMK6Y	0	3
lcl|FLTNPN101EMXXB	5	3
lcl|FLTNPN101EMYOQ	5	6
lcl|FLTNPN101EN1ZL	0	4
lcl|FLTNPN101ENAP3	0	1
lcl|FLTNPN101ENOHY	24	0
lcl|FLTNPN101EO45T	1	1
lcl|FLTNPN101EOAEJ	26	0
lcl|FLTNPN101EOJBN	1	2
lcl|FLTNPN101EOSSE	2	9
lcl|FLTNPN101EP1GE	1	0
lcl|FLTNPN101EPBJB	2	1
lcl|FLTNPN101EQ2KQ	0	5
lcl|FLTNPN101EQ8CP	2	0
lcl|FLTNPN101EQJPH	3	6
lcl|FLTNPN101EQONC	16	2
lcl|FLTNPN101EQQPH	11	6
lcl|FLTNPN101EQVMI	0	8
lcl|FLTNPN101ER67C	1	2
lcl|FLTNPN101ER8U9	0	2
lcl|FLTNPN101ES9BH	15	0
lcl|FLTNPN101ESDN2	7	6
lcl|FLTNPN101ESF4Z	6	8
lcl|FLTNPN101ESJLQ	19	3
lcl|FLTNPN101ESZB6	8	34
lcl|FLTNPN101ET3XP	0	2
lcl|FLTNPN101ETFT4	0	6
lcl|FLTNPN101ETLIM	18	8
lcl|FLTNPN101ETMRI	1	0
lcl|FLTNPN101ETN8X	0	8
lcl|FLTNPN101EU4UP	0	1
lcl|FLTNPN101EUA1T	1	0
lcl|FLTNPN101EUHZ2	0	5
lcl|FLTNPN101EUMX5	1	1
lcl|FLTNPN101EVC5D	2	3
lcl|FLTNPN101EVG5K	0	5
lcl|FLTNPN101EVV0N	1	4
lcl|FLTNPN101EWD4R	24	20
lcl|FLTNPN101EY1KM	39	52
lcl|FLTNPN101EY4KK	5	2
lcl|FLTNPN101EZ2V2	11	11
lcl|FLTNPN101EZOM5	0	2
lcl|FLTNPN102F02TD	6	38
lcl|FLTNPN102F0K0A	0	1
lcl|FLTNPN102F14NZ	0	2
lcl|FLTNPN102F16E9	13	0
lcl|FLTNPN102F1B5M	22	0
lcl|FLTNPN102F1FA8	2	7
lcl|FLTNPN102F1KMJ	0	3
lcl|FLTNPN102F209A	0	1
lcl|FLTNPN102F2805	1	0
lcl|FLTNPN102F28PF	2	0
lcl|FLTNPN102F34J4	0	1
lcl|FLTNPN102F3IV2	5	0
lcl|FLTNPN102F3K4A	1	0
lcl|FLTNPN102F3LJN	0	7
lcl|FLTNPN102F3MQB	0	4
lcl|FLTNPN102F4CK2	0	19
lcl|FLTNPN102F4INT	49	29
lcl|FLTNPN102F55JN	3	3
lcl|FLTNPN102F5C3V	11	9
lcl|FLTNPN102F5SNC	0	1
lcl|FLTNPN102F6ABG	3	0
lcl|FLTNPN102F6E0F	9	0
lcl|FLTNPN102F6SA8	11	0
lcl|FLTNPN102F768M	0	5
lcl|FLTNPN102F79DV	36	8
lcl|FLTNPN102F7AOC	6	102
lcl|FLTNPN102F7EF8	0	18
lcl|FLTNPN102F7JMP	9	24
lcl|FLTNPN102F7TR8	1	1
lcl|FLTNPN102F80PF	2	0
lcl|FLTNPN102F81MA	6	0
lcl|FLTNPN102F88XK	0	14
lcl|FLTNPN102F8KKU	1	0
lcl|FLTNPN102F8UBM	0	6
lcl|FLTNPN102F91KS	157	0
lcl|FLTNPN102F9BYE	3	0
lcl|FLTNPN102F9HF4	0	6
lcl|FLTNPN102F9T4N	16	0
lcl|FLTNPN102FC9H9	9	0
lcl|FLTNPN102FCNU6	1	2
lcl|FLTNPN102FDDIN	2	7
lcl|FLTNPN102FEQXG	7	0
lcl|FLTNPN102FESR1	0	2
lcl|FLTNPN102FF0US	5	3
lcl|FLTNPN102FFMBV	0	5
lcl|FLTNPN102FGLGA	0	2
lcl|FLTNPN102FGP2L	9	0
lcl|FLTNPN102FGVYL	5	3
lcl|FLTNPN102FHEJ9	15	0
lcl|FLTNPN102FHOTA	0	3
lcl|FLTNPN102FHP7D	1	1
lcl|FLTNPN102FIGY5	0	6
lcl|FLTNPN102FIUA2	1	0
lcl|FLTNPN102FJOI3	47	2
lcl|FLTNPN102FJX07	4	2
lcl|FLTNPN102FK3DS	1	0
lcl|FLTNPN102FLR0W	0	10
lcl|FLTNPN102FLT1N	0	2
lcl|FLTNPN102FLT6T	0	74
lcl|FLTNPN102FLVWZ	6	18
lcl|FLTNPN102FM0IP	0	1
lcl|FLTNPN102FMG10	0	2
lcl|FLTNPN102FMYU7	2	0
lcl|FLTNPN102FN5CE	3	1
lcl|FLTNPN102FNCQX	4	0
lcl|FLTNPN102FNNIG	1	13
lcl|FLTNPN102FO4GD	6	7
lcl|FLTNPN102FO4O7	0	7
lcl|FLTNPN102FODM1	21	27
lcl|FLTNPN102FOEES	9	1
lcl|FLTNPN102FOHQD	6	0
lcl|FLTNPN102FOHV5	0	1
lcl|FLTNPN102FP2RM	0	6
lcl|FLTNPN102FP6DU	1	1
lcl|FLTNPN102FP6TT	0	8
lcl|FLTNPN102FP7JX	0	1
lcl|FLTNPN102FPA6J	1	0
lcl|FLTNPN102FPUUJ	2	0
lcl|FLTNPN102FPX64	0	4
lcl|FLTNPN102FPZD4	2	4
lcl|FLTNPN102FQ2LP	4	11
lcl|FLTNPN102FQ5U5	1	0
lcl|FLTNPN102FQUXN	0	1
lcl|FLTNPN102FRAZM	1	0
lcl|FLTNPN102FRDD6	0	2
lcl|FLTNPN102FRHL7	0	1
lcl|FLTNPN102FRLQU	1	0
lcl|FLTNPN102FS13P	0	3
lcl|FLTNPN102FS16P	14	0
lcl|FLTNPN102FS414	0	1
lcl|FLTNPN102FS4AX	2	2
lcl|FLTNPN102FS5HL	3	6
lcl|FLTNPN102FSVFK	1	10
lcl|FLTNPN102FSVKQ	16	14
lcl|FLTNPN102FTG0Y	0	1
lcl|FLTNPN102FTGKJ	0	220
lcl|FLTNPN102FTM45	12	0
lcl|FLTNPN102FTOP8	0	2
lcl|FLTNPN102FUDPI	58	0
lcl|FLTNPN102FV1WR	4	0
lcl|FLTNPN102FVIJ0	5	11
lcl|FLTNPN102FVRTL	0	1
lcl|FLTNPN102FVZWQ	3	0
lcl|FLTNPN102FW4R0	27	9
lcl|FLTNPN102FWG1J	0	21
lcl|FLTNPN102FX2WP	0	5
lcl|FLTNPN102FXI2U	8	1
lcl|FLTNPN102FY21R	10	0
lcl|FLTNPN102FYFT6	2	83
lcl|FLTNPN102FYLIR	7	3
lcl|FLTNPN102FYQQO	0	12
lcl|FLTNPN102FYV9V	0	2
lcl|FLTNPN102FZ0JB	3	0
lcl|FLTNPN102FZ9RB	0	2
lcl|FLTNPN102FZDNE	0	3
lcl|FLTNPN102FZL5Y	3	2
lcl|FLTNPN102FZY09	6	1
lcl|FLTNPN102G0NYI	11	0
lcl|FLTNPN102G0Y3W	0	1
lcl|FLTNPN102G11UX	3	1
lcl|FLTNPN102G16K3	2	3
lcl|FLTNPN102G1FLF	8	5
lcl|FLTNPN102G1WFD	0	13
lcl|FLTNPN102G1XT6	2	0
lcl|FLTNPN102G23HW	0	1
lcl|FLTNPN102G2LDB	4	7
lcl|FLTNPN102G362D	1	1
lcl|FLTNPN102G389I	4	12
lcl|FLTNPN102G3B05	2	1
lcl|FLTNPN102G3HVA	1	8
lcl|FLTNPN102G40MI	0	2
lcl|FLTNPN102G492M	1	8
lcl|FLTNPN102G49ZK	1	3
lcl|FLTNPN102G4P5R	0	5
lcl|FLTNPN102G58U3	3	5
lcl|FLTNPN102G5ET2	4	0
lcl|FLTNPN102G5RL4	2	0
lcl|FLTNPN102G5T2H	0	3
lcl|FLTNPN102G5YD1	1	0
lcl|FLTNPN102G60SU	1	1
lcl|FLTNPN102G6A31	0	185
lcl|FLTNPN102G6KK2	3	9
lcl|FLTNPN102G6XSV	13	3
lcl|FLTNPN102G7BJ5	1	2
lcl|FLTNPN102G7CWI	0	4
lcl|FLTNPN102G7DNB	3	9
lcl|FLTNPN102G7FW5	8	4
lcl|FLTNPN102G7HI7	1	0
lcl|FLTNPN102G7MGB	0	2
lcl|FLTNPN102G7WJH	0	1
lcl|FLTNPN102G7Z2A	2	2
lcl|FLTNPN102G8BW2	0	1
lcl|FLTNPN102G8IHT	6	0
lcl|FLTNPN102G9LIX	2	1
lcl|FLTNPN102G9LV3	3	0
lcl|FLTNPN102G9M9F	1	13
lcl|FLTNPN102GA5UZ	4	0
lcl|FLTNPN102GAAEV	2	8
lcl|FLTNPN102GABY0	0	7
lcl|FLTNPN102GAIYX	80	569
lcl|FLTNPN102GAUMW	48	16
lcl|FLTNPN102GAVYY	1	0
lcl|FLTNPN102GC9BE	0	1
lcl|FLTNPN102GCXIG	0	1
lcl|FLTNPN102GD1KG	59	2
lcl|FLTNPN102GD4OB	0	14
lcl|FLTNPN102GD93E	1	0
lcl|FLTNPN102GDJTX	1	0
lcl|FLTNPN102GE8DK	9	0
lcl|FLTNPN102GEDVO	0	4
lcl|FLTNPN102GER25	0	6
lcl|FLTNPN102GEX8F	6	1
lcl|FLTNPN102GF2H5	2	0
lcl|FLTNPN102GF5UO	7	11
lcl|FLTNPN102GF9ZE	0	23
lcl|FLTNPN102GFPEP	1	9
lcl|FLTNPN102GFT0I	9	0
lcl|FLTNPN102GFTCE	0	4
lcl|FLTNPN102GFUMU	9	2
lcl|FLTNPN102GFVOX	3	0
lcl|FLTNPN102GG5LY	0	3
lcl|FLTNPN102GG5W8	103	5
lcl|FLTNPN102GG7ZU	2	1
lcl|FLTNPN102GGSRT	1	0
lcl|FLTNPN102GGUTL	0	159
lcl|FLTNPN102GH6VY	0	2
lcl|FLTNPN102GH9GG	3	0
lcl|FLTNPN102GHQ71	3	0
lcl|FLTNPN102GK24P	24	54
lcl|FLTNPN102GKKKH	28	8
lcl|FLTNPN102GKRFO	1	0
lcl|FLTNPN102GKS3X	5	5
lcl|FLTNPN102GKSGF	1	1
lcl|FLTNPN102GLDUJ	2	44
lcl|FLTNPN102GLU3L	3	2
lcl|FLTNPN102GLUWK	13	13
lcl|FLTNPN102GM7FT	0	1
lcl|FLTNPN102GMTRV	3	7
lcl|FLTNPN102GMU6E	0	8
lcl|FLTNPN102GMYXE	1	0
lcl|FLTNPN102GN5JH	8	7
lcl|FLTNPN102GN5W8	8	11
lcl|FLTNPN102GNI54	2	0
lcl|FLTNPN102GNMHS	0	1
lcl|FLTNPN102GNZL8	0	2
lcl|FLTNPN102GOX5M	1	0
lcl|FLTNPN102GP5IP	23	0
lcl|FLTNPN102GPBUV	0	1
lcl|FLTNPN102GPDOD	3	3
lcl|FLTNPN102GPGF9	1	6
lcl|FLTNPN102GPGR9	1	16
lcl|FLTNPN102GPI4Z	2	0
lcl|FLTNPN102GPM3I	0	2
lcl|FLTNPN102GPMQ6	2	3
lcl|FLTNPN102GPNUS	0	6
lcl|FLTNPN102GQKAF	5	0
lcl|FLTNPN102GR1XN	0	15
lcl|FLTNPN102GR2UD	1	2
lcl|FLTNPN102GR66Y	3	0
lcl|FLTNPN102GRA0P	1	6
lcl|FLTNPN102GRJCU	3	1
lcl|FLTNPN102GRNBH	0	2
lcl|FLTNPN102GRWWE	5	0
lcl|FLTNPN102GS3RH	1	0
lcl|FLTNPN102GS7HW	2	0
lcl|FLTNPN102GSKZ2	2	0
lcl|FLTNPN102GTEVD	4	0
lcl|FLTNPN102GTOTW	0	1
lcl|FLTNPN102GU42V	3	23
lcl|FLTNPN102GU9KH	0	1
lcl|FLTNPN102GUMZA	0	11
lcl|FLTNPN102GUZ48	2	6
lcl|FLTNPN102GUZBT	4	15
lcl|FLTNPN102GV2MS	0	6
lcl|FLTNPN102GV37S	137	49
lcl|FLTNPN102GVSB1	3	0
lcl|FLTNPN102GWC92	11	0
lcl|FLTNPN102GWEZV	3	0
lcl|FLTNPN102GWSC8	0	2
lcl|FLTNPN102GX2NI	0	1
lcl|FLTNPN102GX521	0	1
lcl|FLTNPN102GXIYK	10	20
lcl|FLTNPN102GXSAE	57	2
lcl|FLTNPN102GYQ9E	84	0
lcl|FLTNPN102GYRRY	0	2
lcl|FLTNPN102GYXHF	0	7
lcl|FLTNPN102GZ0ZV	3	13
lcl|FLTNPN102GZTX9	71	9
lcl|FLTNPN102GZWSM	0	1
lcl|FLTNPN102H07I5	22	29
lcl|FLTNPN102H09PW	0	1
lcl|FLTNPN102H0IO2	0	3
lcl|FLTNPN102H0IYR	5	0
lcl|FLTNPN102H0NSU	1	2
lcl|FLTNPN102H0R7Q	2	1
lcl|FLTNPN102H1HGA	2	1
lcl|FLTNPN102H1J30	0	1
lcl|FLTNPN102H1TSG	1	0
lcl|FLTNPN102H212G	22	0
lcl|FLTNPN102H223L	1	0
lcl|FLTNPN102H2C2C	21	0
lcl|FLTNPN102H2I29	2	1
lcl|FLTNPN102H2R4I	5	0
lcl|FLTNPN102H2S6P	1366	245
lcl|FLTNPN102H33T9	0	1
lcl|FLTNPN102H3HE9	7	0
lcl|FLTNPN102H3RFO	5	1
lcl|FLTNPN102H430W	4	1
lcl|FLTNPN102H4A6Y	0	3
lcl|FLTNPN102H4KGZ	1	0
lcl|FLTNPN102H4P6D	0	6
lcl|FLTNPN102H4XQ9	4	0
lcl|FLTNPN102H51K9	4	0
lcl|FLTNPN102H54I4	1	3
lcl|FLTNPN102H5JHN	0	2
lcl|FLTNPN102H5QEB	0	2
lcl|FLTNPN102H5U3I	1	0
lcl|FLTNPN102H65SL	168	11
lcl|FLTNPN102H6ASH	1	0
lcl|FLTNPN102H6KF0	32	13
lcl|FLTNPN102H6T5A	1	0
lcl|FLTNPN102H6XI1	1	2
lcl|FLTNPN102H72S3	2	0
lcl|FLTNPN102H7H4F	18	2
lcl|FLTNPN102H8R97	73	13
lcl|FLTNPN102H9BN5	0	2
lcl|FLTNPN102H9VF1	5	9
lcl|FLTNPN102HA2DJ	3	2
lcl|FLTNPN102HAA4W	6	0
lcl|FLTNPN102HBH1I	1	1
lcl|FLTNPN102HBIVM	9	0
lcl|FLTNPN102HBL77	10	1
lcl|FLTNPN102HBLEF	3	16
lcl|FLTNPN102HBLQ6	3	3
lcl|FLTNPN102HBQ74	23	15
lcl|FLTNPN102HCDU2	0	1
lcl|FLTNPN102HCQ8C	3	13
lcl|FLTNPN102HD00Q	2	0
lcl|FLTNPN102HD1DV	1	0
lcl|FLTNPN102HDQ1J	3	16
lcl|FLTNPN102HE4NC	3	6
lcl|FLTNPN102HE7DV	3	1
lcl|FLTNPN102HEIOA	38	6
lcl|FLTNPN102HEOR0	1	0
lcl|FLTNPN102HEQRB	4	5
lcl|FLTNPN102HF4VW	1	1
lcl|FLTNPN102HFJU3	1	0
lcl|FLTNPN102HFYH8	33	31
lcl|FLTNPN102HFZPJ	11	13
lcl|FLTNPN102HFZS5	26	4
lcl|FLTNPN102HGK60	4	1
lcl|FLTNPN102HGQIV	2	0
lcl|FLTNPN102HGYOR	6	4
lcl|FLTNPN102HH41B	0	1
lcl|FLTNPN102HHAA5	1	1
lcl|FLTNPN102HHG5Q	1	5
lcl|FLTNPN102HHHXF	1	1
lcl|FLTNPN102HI1NL	3	6
lcl|FLTNPN102HI2XA	2	0
lcl|FLTNPN102HISFL	2	0
lcl|FLTNPN102HJ0FS	1	0
lcl|FLTNPN102HJM8B	0	4
lcl|FLTNPN102HJOHY	3	3
lcl|FLTNPN102HKKU9	2	0
lcl|FLTNPN102HKN14	3	3
lcl|FLTNPN102HL47U	0	2
lcl|FLTNPN102HLCCE	0	1
lcl|FLTNPN102HLJYG	0	1
lcl|FLTNPN102HLSRA	1	0
lcl|FLTNPN102HLV8I	6	0
lcl|FLTNPN102HLVY1	0	15
lcl|FLTNPN102HM5KG	0	143
lcl|FLTNPN102HM68R	0	3
lcl|FLTNPN102HMMNA	2	18
lcl|FLTNPN102HMN8U	4	6
lcl|FLTNPN102HMPSL	6	28
lcl|FLTNPN102HMR1F	42	16
lcl|FLTNPN102HMZBS	0	5
lcl|FLTNPN102HN18X	4	0
lcl|FLTNPN102HNB0I	0	6
lcl|FLTNPN102HNOUW	106	8
lcl|FLTNPN102HOHPJ	8	0
lcl|FLTNPN102HOQVR	49	0
lcl|FLTNPN102HOUF0	5	11
lcl|FLTNPN102HP0KS	0	2
lcl|FLTNPN102HP49B	42	0
lcl|FLTNPN102HPD8I	7	0
lcl|FLTNPN102HPEH0	1	2
lcl|FLTNPN102HPMGC	8	2
lcl|FLTNPN102HPSMV	2	5
lcl|FLTNPN102HQ9W8	0	4
lcl|FLTNPN102HQODL	0	4
lcl|FLTNPN102HR1CZ	2	0
lcl|FLTNPN102HR6OP	2	0
lcl|FLTNPN102HR8I5	1	0
lcl|FLTNPN102HR9DK	4	10
lcl|FLTNPN102HRA4O	25	70
lcl|FLTNPN102HRDJD	62	0
lcl|FLTNPN102HRDWV	10	0
lcl|FLTNPN102HRQQG	0	2
lcl|FLTNPN102HRZL0	0	4
lcl|FLTNPN102HS3K8	1	1
lcl|FLTNPN102HSBNN	2	0
lcl|FLTNPN102HSEKS	9	10
lcl|FLTNPN102HSMT6	0	2
lcl|FLTNPN102HSRGP	1	0
lcl|FLTNPN102HT52Z	1	3
lcl|FLTNPN102HTGH8	190	16
lcl|FLTNPN102HTHLK	4	11
lcl|FLTNPN102HTIFU	0	6
lcl|FLTNPN102HULDE	1	0
lcl|FLTNPN102HUN3N	4	0
lcl|FLTNPN102HUNRZ	1	0
lcl|FLTNPN102HUPSB	1	0
lcl|FLTNPN102HUWJ7	1	2
lcl|FLTNPN102HVT3Y	70	0
lcl|FLTNPN102HWAKG	4	0
lcl|FLTNPN102HWDNF	0	44
lcl|FLTNPN102HXMYB	4	0
lcl|FLTNPN102HXMYE	3	0
lcl|FLTNPN102HY91E	21	5
lcl|FLTNPN102HYOHS	0	1
lcl|FLTNPN102HZ66I	9	4
lcl|FLTNPN102HZJU4	8	13
lcl|FLTNPN102HZQ17	1	0
lcl|FLTNPN102HZRJU	26	0
lcl|FLTNPN102I07JQ	1	0
lcl|FLTNPN102I07M8	1	0
lcl|FLTNPN102I0DAX	0	9
lcl|FLTNPN102I13OT	0	1
lcl|FLTNPN102I1GZB	0	2
lcl|FLTNPN102I1ZHF	147	0
lcl|FLTNPN102I2I5R	3	1
lcl|FLTNPN102I2LS5	1	0
lcl|FLTNPN102I2RXP	0	2
lcl|FLTNPN102I2VDG	5	1
lcl|FLTNPN102I2ZA7	0	4
lcl|FLTNPN102I30IG	204	0
lcl|FLTNPN102I33ZL	6	16
lcl|FLTNPN102I3NJV	1	0
lcl|FLTNPN102I3XZX	1	2
lcl|FLTNPN102I4MF6	25	15
lcl|FLTNPN102I4VWC	0	1
lcl|FLTNPN102I595F	2	0
lcl|FLTNPN102I6QUC	1	1
lcl|FLTNPN102I75RV	0	1
lcl|FLTNPN102I790N	30	0
lcl|FLTNPN102I7DH6	0	1
lcl|FLTNPN102I7L08	15	0
lcl|FLTNPN102I8AGN	2	4
lcl|FLTNPN102I923D	0	1
lcl|FLTNPN102I9H74	116	10
lcl|FLTNPN102I9SZD	14	9
lcl|FLTNPN102I9UUE	12	3
lcl|FLTNPN102I9XAN	40	0
lcl|FLTNPN102IAD73	5	21
lcl|FLTNPN102IAHXC	2	9
lcl|FLTNPN102IASEI	1	0
lcl|FLTNPN102IAZ12	0	1
lcl|FLTNPN102IB0ST	1	0
lcl|FLTNPN102IBC4Y	0	10
lcl|FLTNPN102IBD8C	6	7
lcl|FLTNPN102IBHV2	3	0
lcl|FLTNPN102IBMVT	15	0
lcl|FLTNPN102IBXRV	1	3
lcl|FLTNPN102IC5AU	8	9
lcl|FLTNPN102ICMAP	2	8
lcl|FLTNPN102ICZ0Z	0	2
lcl|FLTNPN102ID3Y9	9	149
lcl|FLTNPN102ID63K	1	0
lcl|FLTNPN102ID706	0	18
lcl|FLTNPN102IDCVY	7	34
lcl|FLTNPN102IDF6M	0	17
lcl|FLTNPN102IDICC	20	1
lcl|FLTNPN102IDIKF	1	21
lcl|FLTNPN102IDN9X	0	5
lcl|FLTNPN102IE4FX	11	0
lcl|FLTNPN102IE6P5	0	4
lcl|FLTNPN102IEIP8	1	2
lcl|FLTNPN102IF775	3	0
lcl|FLTNPN102IFI6Q	5	0
lcl|FLTNPN102IFIOC	6	15
lcl|FLTNPN102IFIRP	6	0
lcl|FLTNPN102IG4QZ	25	0
lcl|FLTNPN102IGBXX	2	0
lcl|FLTNPN102IGFPH	4	0
lcl|FLTNPN102IH1HP	7	11
lcl|FLTNPN102IHX85	41	4
lcl|FLTNPN102II5WQ	1	0
lcl|FLTNPN102IIGKQ	73	0
lcl|FLTNPN102IIJA2	1	3
lcl|FLTNPN102IIK35	12	1
lcl|FLTNPN102IJNHQ	8	0
lcl|FLTNPN102IJQ6Z	3	2
lcl|FLTNPN102IJW0W	16	122
lcl|FLTNPN102IK17R	0	5
lcl|FLTNPN102IK64T	1	0
lcl|FLTNPN102IK8E3	0	1
lcl|FLTNPN102IKK2K	0	2
lcl|FLTNPN102IKMVV	3	2
lcl|FLTNPN102ILJTS	0	17
lcl|FLTNPN102ILP2W	0	4
lcl|FLTNPN102ILVRW	3	2
lcl|FLTNPN102ILXBL	20	0
lcl|FLTNPN102IM2QB	4	6
lcl|FLTNPN102IM4VK	3	0
lcl|FLTNPN102IMAA3	9	2
lcl|FLTNPN102IMKMH	0	1
lcl|FLTNPN102IMMP1	49	2
lcl|FLTNPN102IMO07	3	0
lcl|FLTNPN102IN2KI	3	1
lcl|FLTNPN102INF1M	70	144
lcl|FLTNPN102INL01	2	0
lcl|FLTNPN102INSXT	4	19
lcl|FLTNPN102INV9J	0	2
lcl|FLTNPN102IOBCI	0	2
lcl|FLTNPN102IOVOV	28	3
lcl|FLTNPN102IP3D7	2	2
lcl|FLTNPN102IPB33	23	25
lcl|FLTNPN102IPCM3	2	15
lcl|FLTNPN102IPGFY	4	0
lcl|FLTNPN102IPO25	0	5
lcl|FLTNPN102IPPRB	11	773
lcl|FLTNPN102IQ1MM	4	174
lcl|FLTNPN102IQB0M	1	3
lcl|FLTNPN102IQOTP	2	0
lcl|FLTNPN102IQRR2	0	4
lcl|FLTNPN102IQSGB	23	2
lcl|FLTNPN102IR1R2	7	92
lcl|FLTNPN102IRJSH	0	1
lcl|FLTNPN102IRLDK	25	0
lcl|FLTNPN102IS0D8	1	5
lcl|FLTNPN102ISXPC	54	0
lcl|FLTNPN102ITCWR	1	0
lcl|FLTNPN102ITI8G	2	12
lcl|FLTNPN102ITOYD	2	1
lcl|FLTNPN102ITPNJ	0	1
lcl|FLTNPN102ITX9E	7	5
lcl|FLTNPN102IUAUL	29	4
lcl|FLTNPN102IUNT1	9	2
lcl|FLTNPN102IUPWC	5	4
lcl|FLTNPN102IUS2Q	2	0
lcl|FLTNPN102IV5DO	9	73
lcl|FLTNPN102IVUEH	8	5
lcl|FLTNPN102IVXMQ	7	0
lcl|FLTNPN102IVZV4	3	2
lcl|FLTNPN102IW8GE	1	1
lcl|FLTNPN102IW9DV	0	5
lcl|FLTNPN102IWNT7	7	0
lcl|FLTNPN102IX0H2	1	0
lcl|FLTNPN102IX946	0	1
lcl|FLTNPN102IYJDL	23	0
lcl|FLTNPN102IYP6E	1	39
lcl|FLTNPN102IYSJN	87	44
lcl|FLTNPN102IZ3JX	1	0
lcl|FLTNPN102IZGXH	0	3
lcl|FLTNPN102J0M1Y	7	10
lcl|FLTNPN102J4JUE	1	1
lcl|FLTNPN102JAH8W	0	1
lcl|FLTNPN102JB684	13	16
lcl|FLTNPN102JB9X0	3	2
lcl|FLTNPN102JBGAB	5	2
lcl|FLTNPN102JCEX6	22	0
lcl|FLTNPN102JDCZ3	0	2
lcl|FLTNPN102JDO5K	0	9
lcl|FLTNPN102JEKIK	14	0
lcl|FLTNPN102JEOXA	0	3
lcl|FLTNPN102JFH8S	3	11
lcl|FLTNPN102JG3XX	2	2
lcl|FLTNPN102JGWYU	5	6
lcl|FLTNPN102JGXIT	0	1
lcl|FLTNPN102JHAV5	15	19
lcl|FLTNPN102JHE4K	0	1
lcl|FLTNPN102JHNC0	2	0
lcl|FLTNPN102JI0XT	1	1
lcl|FLTNPN102JIXYN	7	46
lcl|FLTNPN102JJ4DI	2	1
lcl|FLTNPN102JJWFL	0	4
lcl|FLTNPN102JL8A7	1	0
lcl|FLTNPN102JLA7Q	0	3
lcl|FLTNPN102JLG7P	0	4
lcl|FLTNPN102JLVS6	197	9
lcl|FLTNPN102JLX9C	5	0
lcl|FLTNPN102JMHCJ	1	0
lcl|FLTNPN102JMI0T	2	0
lcl|FLTNPN102JMMH2	0	9
lcl|FLTNPN102JNV0V	58	0
lcl|FLTNPN102JOSUK	13	0
lcl|FLTNPN102JP43V	9	4
lcl|FLTNPN102JPHGW	4	0
lcl|FLTNPN102JQ3FY	0	10
lcl|FLTNPN102JQKHB	1	0
lcl|FLTNPN102JR18D	8	1
lcl|FLTNPN102JRJPE	0	1
lcl|FLTNPN102JRWPY	8	0
lcl|FLTNPN102JS0ZL	0	6
lcl|FLTNPN102JUS1K	2	2
lcl|FLTNPN102JV033	3	0
lcl|FLTNPN102JV9HY	12	5
lcl|FLTNPN102JVKLK	1	0
lcl|FLTNPN102JVQWN	0	5
lcl|FLTNPN102JW74H	0	3
lcl|FLTNPN102JWJGC	3	0
lcl|FLTNPN102JX4S6	0	5
lcl|FLTNPN102JY9P5	74	0
lcl|FLTNPN102JZRE7	1	11
